date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2019-04-28,日,心灵砒霜154期 | 邮件19,0,已有条目·内容一致,2019-04-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-04-28-live-01
2019-04-29,一,封神演义Day5 | Biped先行试玩,0,已有条目·内容一致,2019-04-29-live-01 | 2019-04-29-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-04-29-live-01 | 2019-04-29-live-02
2019-04-30,二,封神演义Day6 | 僵尸世界大战/ World War Z: Outlive the Dead,2,已有条目·缺内容,2019-04-30-live-01,节目单另记「僵尸世界大战/ World War Z: Outlive the Dead」，条目未收；只有节目单一处，未改条目,,2019-04-30-live-01
2019-05-01,三,封神演义Day7 | 迷雾侦探/ Tales of the Neon Sea,0,已有条目·内容一致,2019-05-01-live-01 | 2019-05-01-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-01-live-01 | 2019-05-01-live-02
2019-05-02,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-05-03,五,封神演义Day8 | 迷雾侦探/ Tales of the Neon Sea,0,已有条目·内容一致,2019-05-03-live-01 | 2019-05-03-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-03-live-01 | 2019-05-03-live-02
2019-05-04,六,封神演义Day9 | 迷雾侦探/ Tales of the Neon Sea,0,已有条目·内容一致,2019-05-04-live-01 | 2019-05-04-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-04-live-01 | 2019-05-04-live-02
2019-05-05,日,心灵砒霜155期 | 邮件24,0,已有条目·内容一致,2019-05-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-05-live-01
2019-05-06,一,封神演义Day10,0,已有条目·内容一致,2019-05-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-06-live-01
2019-05-07,二,录节目,6,非直播／活动／休息,,节目单：录节目,,
2019-05-08,三,封神演义Day11 | 迷雾侦探/ Tales of the Neon Sea | 大富翁,2,已有条目·缺内容,2019-05-08-live-01,节目单另记「迷雾侦探/ Tales of the Neon Sea、大富翁」，条目未收；只有节目单一处，未改条目,,2019-05-08-live-01
2019-05-09,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-05-10,五,封神演义Day12 | 迷雾侦探/ Tales of the Neon Sea | 地产巨头/ Rento Fortune | 看电影：一个叫欧维的男人,2,已有条目·缺内容,2019-05-10-live-01 | 2019-05-10-live-02,节目单另记「地产巨头/ Rento Fortune、看电影：一个叫欧维的男人」，条目未收；只有节目单一处，未改条目,,2019-05-10-live-01 | 2019-05-10-live-02
2019-05-11,六,北京核聚变现场,0,已有条目·内容一致,2019-05-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-11-live-01
2019-05-12,日,封神演义Day12 | 心灵砒霜156期 | 邮件19,0,已有条目·内容一致,2019-05-12-live-01 | 2019-05-12-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-12-live-01 | 2019-05-12-live-02
2019-05-13,一,温克尔特:那家小店/ Winkeltje: The Little Shop,0,已有条目·内容一致,2019-05-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-13-live-01
2019-05-14,二,温克尔特:那家小店/ Winkeltje: The Little Shop | 唱歌,0,已有条目·内容一致,2019-05-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-14-live-01
2019-05-15,三,封神演义Day13 | 跟七号连线LOL,0,已有条目·内容一致,2019-05-15-live-01 | 2019-05-15-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-15-live-01 | 2019-05-15-live-02
2019-05-16,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-05-17,五,封神演义Day14 | 瘟疫传说：无罪/ A Plague Tale: Innocence,0,已有条目·内容一致,2019-05-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-17-live-01
2019-05-18,六,语音连麦,4,仅节目单（候选）,,节目单：语音连麦。无快照、无同期帖、无录像，不建条目（语音连麦（可能是连麦别人的直播间））,,
2019-05-19,日,心灵砒霜157期 | 邮件15,0,已有条目·内容一致,2019-05-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-19-live-01
2019-05-20,一,封神演义Day15 | 瘟疫传说：无罪/ A Plague Tale: Innocence,0,已有条目·内容一致,2019-05-20-live-01 | 2019-05-20-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-20-live-01 | 2019-05-20-live-02
2019-05-21,二,瘟疫传说：无罪/ A Plague Tale: Innocence,0,已有条目·内容一致,2019-05-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-21-live-01
2019-05-22,三,封神演义Day16 | 瘟疫传说：无罪/ A Plague Tale: Innocence,0,已有条目·内容一致,2019-05-22-live-01 | 2019-05-22-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-22-live-01 | 2019-05-22-live-02
2019-05-23,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-05-24,五,童画车票，让爱回家 | 王国之心3/ Kingdom Hearts 3,2,已有条目·缺内容,2019-05-24-live-01,节目单另记「童画车票，让爱回家」，条目未收；只有节目单一处，未改条目,,2019-05-24-live-01
2019-05-25,六,请假,6,非直播／活动／休息,,节目单：请假,,
2019-05-26,日,封神演义Day17 | 心灵砒霜158期 | 邮件18,0,已有条目·内容一致,2019-05-26-live-01 | 2019-05-26-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-26-live-01 | 2019-05-26-live-02
2019-05-27,一,盗贼之海/ Sea of Thieves,0,已有条目·内容一致,2019-05-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-27-live-01
2019-05-28,二,封神演义Day18 | 盗贼之海/ Sea of Thieves,0,已有条目·内容一致,2019-05-28-live-01 | 2019-05-28-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-28-live-01 | 2019-05-28-live-02
2019-05-29,三,盗贼之海/ Sea of Thieves,0,已有条目·内容一致,2019-05-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-29-live-01
2019-05-30,四,全面战争模拟器 / Totally Accurate Battle Simulator,0,已有条目·内容一致,2019-05-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-05-30-live-01
2019-05-31,五,聚餐,6,非直播／活动／休息,,节目单记「聚餐」；贴吧 05-31 记的全面战争模拟器已由录像小屋定为 05-30（task-048）,不改,
2019-06-01,六,猫和老鼠,0,已有条目·内容一致,2019-06-01-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-01-live-01
2019-06-02,日,心灵砒霜159期 | 邮件17,0,已有条目·内容一致,2019-06-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-02-live-01
2019-06-03,一,盗贼之海/ Sea of Thieves,0,已有条目·内容一致,2019-06-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-03-live-01
2019-06-04,二,回家,6,非直播／活动／休息,,节目单：回家,,
2019-06-05,三,,6,非直播／活动／休息,,节目单：空白,,
2019-06-06,四,客厅户外,0,已有条目·内容一致,2019-06-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-06-live-01
2019-06-07,五,放假,6,非直播／活动／休息,,节目单：放假,,
2019-06-08,六,料理模拟器/ Cooking Simulator,0,已有条目·内容一致,2019-06-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-08-live-01
2019-06-09,日,心灵砒霜160期 | 邮件11 | 料理模拟器/ Cooking Simulator,2,已有条目·缺内容,2019-06-09-live-01,节目单另记「料理模拟器/ Cooking Simulator」，条目未收；只有节目单一处，未改条目,,2019-06-09-live-01
2019-06-10,一,料理模拟器/ Cooking Simulator | 全面战争模拟器 / Totally Accurate Battle Simulator,0,已有条目·内容一致,2019-06-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-10-live-01
2019-06-11,二,E3,6,非直播／活动／休息,,节目单：E3,,
2019-06-12,三,E3,6,非直播／活动／休息,,节目单：E3,,
2019-06-13,四,E3,0,已有条目·内容一致,2019-06-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-13-live-01
2019-06-14,五,试玩怪物猎人世界DLC冰原 | 试玩无主之地3,2,已有条目·缺内容,2019-06-14-live-01,节目单另记「试玩怪物猎人世界DLC冰原、试玩无主之地3」，条目未收；只有节目单一处，未改条目,,2019-06-14-live-01
2019-06-15,六,,6,非直播／活动／休息,,节目单：空白,,
2019-06-16,日,心灵砒霜161期 | 邮件17,0,已有条目·内容一致,2019-06-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-16-live-01
2019-06-17,一,作业疯了,0,已有条目·内容一致,2019-06-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-17-live-01
2019-06-18,二,封神演义Day19 | 疑案追声DLC/ Unheard DLC,0,已有条目·内容一致,2019-06-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-18-live-01
2019-06-19,三,揍击派对/ PummelParty,0,已有条目·内容一致,2019-06-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-19-live-01
2019-06-20,四,全面战争模拟器 / Totally Accurate Battle Simulator,0,已有条目·内容一致,2019-06-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-20-live-01
2019-06-21,五,东方驾考模拟器/ Chinese Driving License Test,0,已有条目·内容一致,2019-06-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-21-live-01
2019-06-22,六,光遇/Sky | 节奏海拉鲁/Cadence of Hyrule,0,已有条目·内容一致,2019-06-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-22-live-01
2019-06-23,日,心灵砒霜162期 | 邮件17,0,已有条目·内容一致,2019-06-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-23-live-01
2019-06-24,一,节奏海拉鲁/Cadence of Hyrule,0,已有条目·内容一致,2019-06-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-24-live-01
2019-06-25,二,唱歌 | 圣书物语/ Ray Bibbia,0,已有条目·内容一致,2019-06-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-25-live-01
2019-06-26,三,我的朋友佩德罗/ My Friend Pedro,0,已有条目·内容一致,2019-06-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-26-live-01
2019-06-27,四,,6,非直播／活动／休息,,节目单：空白,,
2019-06-28,五,硬核机甲/ HARDCORE MECHA,0,已有条目·内容一致,2019-06-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-28-live-01
2019-06-29,六,非常英雄/ UnrulyHeroes,0,已有条目·内容一致,2019-06-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-29-live-01
2019-06-30,日,唱歌 | 心灵砒霜163期 | 邮件14,0,已有条目·内容一致,2019-06-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-06-30-live-01
2019-07-01,一,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-02,二,BOSSGARD,0,已有条目·内容一致,2019-07-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-02-live-01
2019-07-03,三,我的朋友佩德罗/ My Friend Pedro | 风暴追逐者/ Storm Chasers | 节奏乒乓/ Lofi Ping Pong,0,已有条目·内容一致,2019-07-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-03-live-01
2019-07-04,四,唱歌 | 人类:一败涂地 MOD / Human: Fall Flat | 辐射:避难所Online,2,已有条目·缺内容,2019-07-04-live-01,节目单与条目自身标题都记这款游戏，条目原先没登记,补登 fallout-shelter,2019-07-04-live-01
2019-07-05,五,荒野潜伏者/ Stay Silent VR | 百战天虫W.M.D,0,已有条目·内容一致,2019-07-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-05-live-01
2019-07-06,六,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-07,日,封神演义Day20 | 心灵砒霜164期 | 邮件20,0,已有条目·内容一致,2019-07-07-live-01 | 2019-07-07-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-07-live-01 | 2019-07-07-live-02
2019-07-08,一,看动画 | 游戏：拣爱 | 小林正雪复仇之密室,0,已有条目·内容一致,2019-07-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-08-live-01
2019-07-09,二,八面体/ Octahedron | 斗歌大会,2,已有条目·缺内容,2019-07-09-live-01,节目单另记「八面体/ Octahedron」，条目未收；只有节目单一处，未改条目,,2019-07-09-live-01
2019-07-10,三,中午的天空/ Sky Noon | 人类:一败涂地 MOD / Human: Fall Flat | 权利的游戏-凛冬将至,2,已有条目·缺内容,2019-07-10-live-01,节目单另记「权利的游戏-凛冬将至」，条目未收；只有节目单一处，未改条目,,2019-07-10-live-01
2019-07-11,四,,6,非直播／活动／休息,,节目单：空白,,
2019-07-12,五,北境之地/ Northgard,0,已有条目·内容一致,2019-07-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-12-live-01
2019-07-13,六,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-14,日,心灵砒霜165期 | 邮件28,0,已有条目·内容一致,2019-07-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-14-live-01
2019-07-15,一,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-16,二,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-17,三,斗鱼上市,6,非直播／活动／休息,,节目单：斗鱼上市,,
2019-07-18,四,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-19,五,请假,6,非直播／活动／休息,,节目单：请假,,
2019-07-20,六,斗歌大会,0,已有条目·内容一致,2019-07-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-20-live-01
2019-07-21,日,斗歌大会,0,已有条目·内容一致,2019-07-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-21-live-01
2019-07-22,一,心灵砒霜166期 | 邮件21,0,已有条目·内容一致,2019-07-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-22-live-01
2019-07-23,二,地痞街区/ Streets of Rogue,0,已有条目·内容一致,2019-07-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-23-live-01
2019-07-24,三,2020东京奥运会/ Olympic Games Tokyo 2020 The Official Video Game,0,已有条目·内容一致,2019-07-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-24-live-01
2019-07-25,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-07-26,五,2020东京奥运会/ Olympic Games Tokyo 2020 The Official Video Game,0,已有条目·内容一致,2019-07-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-26-live-01
2019-07-27,六,唱歌 | 月圆之夜/ Night of Full Moon | 哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,2,已有条目·缺内容,2019-07-27-live-01,节目单另记「哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari」，条目未收；只有节目单一处，未改条目,,2019-07-27-live-01
2019-07-28,日,心灵砒霜167期 | 邮件24,0,已有条目·内容一致,2019-07-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-28-live-01
2019-07-29,一,斗歌大会,0,已有条目·内容一致,2019-07-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-29-live-01
2019-07-30,二,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-07-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-07-30-live-01
2019-07-31,三,,6,非直播／活动／休息,,节目单：空白,,
2019-08-01,四,ChinaJoy索尼展前发布会-转播,0,已有条目·内容一致,2019-08-01-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-01-live-01
2019-08-02,五,ChinaJoy展,2,已有条目·缺内容,2019-08-02-live-01,节目单另记「ChinaJoy展」，条目未收；只有节目单一处，未改条目,,2019-08-02-live-01
2019-08-03,六,,6,非直播／活动／休息,,节目单：空白,,
2019-08-04,日,心灵砒霜168期 | 邮件23,0,已有条目·内容一致,2019-08-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-04-live-01
2019-08-05,一,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-08-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-05-live-01
2019-08-06,二,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-08-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-06-live-01
2019-08-07,三,跳跃之王/ Jump King,0,已有条目·内容一致,2019-08-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-07-live-01
2019-08-08,四,游敦煌,2,已有条目·缺内容,2019-08-08-live-01,节目单另记「游敦煌」，条目未收；只有节目单一处，未改条目,,2019-08-08-live-01
2019-08-09,五,,6,非直播／活动／休息,,节目单：空白,,
2019-08-10,六,观看回收火箭发射,2,已有条目·缺内容,2019-08-10-live-01,节目单另记「观看回收火箭发射」，条目未收；只有节目单一处，未改条目,,2019-08-10-live-01
2019-08-11,日,,6,非直播／活动／休息,,节目单：空白,,
2019-08-12,一,挑战麦迪篮球活动,0,已有条目·内容一致,2019-08-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-12-live-01
2019-08-13,二,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari | 斗歌大会,3,相邻日错位,2019-08-13-live-01,节目单 08-13 记哆啦A梦牧场物语，但斗鱼官方回看证实牧场物语是 08-14 那场（封面是游戏画面，开播 08-14 15:09）；08-13 档案是斗歌大赛。节目单这两天的内容疑错位一天,不改,2019-08-13-live-01
2019-08-14,三,跳跃之王/ Jump King,5,与更强的一手证据矛盾,2019-08-14-live-01,斗鱼官方回看《牧场物语 P1 2019.8.14》开播 08-14 15:09，封面是哆啦A梦牧场物语的游戏画面；节目单记 Jump King,以回看为准；Jump King 这一天无证据,2019-08-14-live-01
2019-08-15,四,疑案追声中元节特别篇/ Unheard DLC 2 | 哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-08-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-15-live-01
2019-08-16,五,唱歌 | 跳跃之王/ Jump King,0,已有条目·内容一致,2019-08-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-16-live-01
2019-08-17,六,DARQ | 哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,2,已有条目·缺内容,2019-08-17-live-01,节目单另记「DARQ」，条目未收；只有节目单一处，未改条目,,2019-08-17-live-01
2019-08-18,日,心灵砒霜169期 | 邮件31,0,已有条目·内容一致,2019-08-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-18-live-01
2019-08-19,一,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-08-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-19-live-01
2019-08-20,二,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-08-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-20-live-01
2019-08-21,三,遗迹:灰烬重生/ Remnant: From the Ashes,0,已有条目·内容一致,2019-08-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-21-live-01
2019-08-22,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-08-23,五,遗迹:灰烬重生/ Remnant: From the Ashes,0,已有条目·内容一致,2019-08-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-23-live-01
2019-08-24,六,遗迹:灰烬重生/ Remnant: From the Ashes,0,已有条目·内容一致,2019-08-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-24-live-01
2019-08-25,日,心灵砒霜170期 | 邮件17,0,已有条目·内容一致,2019-08-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-25-live-01
2019-08-26,一,控制/ Control,0,已有条目·内容一致,2019-08-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-26-live-01
2019-08-27,二,控制/ Control,0,已有条目·内容一致,2019-08-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-27-live-01
2019-08-28,三,遗迹:灰烬重生/ Remnant: From the Ashes,0,已有条目·内容一致,2019-08-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-08-28-live-01
2019-08-29,四,Heave Ho | 境界灵压对决,0,已有条目·内容一致,2019-08-29-live-01,节目单记 Heave Ho、境界灵压对决，与合并后的条目一致,合并：2019-08-30-live-01（录像小屋与斗鱼回看时长同为 19120 秒）并入本日；死神对决／境界灵压对决两个游戏 id 待维护者确认是否同一款,2019-08-29-live-01
2019-08-30,五,休假,6,非直播／活动／休息,,节目单记「休假」；原 2019-08-30-live-01 是 08-29 那场的重复,删除 2019-08-30-live-01（并入 08-29）,
2019-08-31,六,休假,6,非直播／活动／休息,,节目单：休假,,
2019-09-01,日,休假,6,非直播／活动／休息,,节目单：休假,,
2019-09-02,一,休假,6,非直播／活动／休息,,节目单：休假,,
2019-09-03,二,Heave Ho,0,已有条目·内容一致,2019-09-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-03-live-01
2019-09-04,三,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-09-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-04-live-01
2019-09-05,四,哆啦A梦：大雄的牧场物语/ Doraemon Nobita no Bokujou Monogatari,0,已有条目·内容一致,2019-09-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-05-live-01
2019-09-06,五,魔兽世界怀旧服156 | 骰子地下城/ dicey dungeon | 口袋服装店/ Pocket Clothier,2,已有条目·缺内容,2019-09-06-live-01,节目单：魔兽世界怀旧服156 | 骰子地下城/ dicey dungeon | 口袋服装店/ Pocket Clothier,更正游戏 id：「挤进服务器」即魔兽世界怀旧服开服排队，游戏由 world-of-warcraft 改为 wow-classic,2019-09-06-live-01
2019-09-07,六,,6,非直播／活动／休息,,节目单：空白,,
2019-09-08,日,,6,非直播／活动／休息,,节目单：空白,,
2019-09-09,一,心灵砒霜171期 | 邮件21,0,已有条目·内容一致,2019-09-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-09-live-01
2019-09-10,二,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-10-live-01
2019-09-11,三,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-11-live-01
2019-09-12,四,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-12-live-01
2019-09-13,五,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-13-live-01
2019-09-14,六,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-14-live-01
2019-09-15,日,心灵砒霜172期 | 邮件22,0,已有条目·内容一致,2019-09-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-15-live-01
2019-09-16,一,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-16-live-01
2019-09-17,二,怪物猎人世界DLC冰原,0,已有条目·内容一致,2019-09-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-17-live-01
2019-09-18,三,怪物猎人世界DLC冰原 | 被囚禁的掌心,2,已有条目·缺内容,2019-09-18-live-01,节目单另记「怪物猎人世界DLC冰原」，条目未收；只有节目单一处，未改条目,,2019-09-18-live-01
2019-09-19,四,休息,6,非直播／活动／休息,,节目单：休息,,
2019-09-20,五,塞尔达传说：织梦岛/ The Legend of Zelda: Link's Awakening | ゼルダの伝说 梦をみる岛,0,已有条目·内容一致,2019-09-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-20-live-01
2019-09-21,六,塞尔达传说：织梦岛/ The Legend of Zelda: Link's Awakening,0,已有条目·内容一致,2019-09-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-21-live-01
2019-09-22,日,心灵砒霜173期 | 邮件21,0,已有条目·内容一致,2019-09-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-22-live-01
2019-09-23,一,塞尔达传说：织梦岛/ The Legend of Zelda: Link's Awakening,0,已有条目·内容一致,2019-09-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-23-live-01
2019-09-24,二,唱歌 | 塞尔达传说：织梦岛/ The Legend of Zelda: Link's Awakening,0,已有条目·内容一致,2019-09-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-24-live-01
2019-09-25,三,短途徒步旅行/ A Short Hike,0,已有条目·内容一致,2019-09-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2019-09-25-live-01
2019-09-26,四,休息,6,非直播／活动／休息,,节目单：休息,,
